SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV,log10(mmol_solvent/g_Polymer)
1852.0,[*]O[Si]([*])(C)C  ,CCCCO,0.33166,-5.536107011,0.806,74.123,1.963617947,-0.030296184
1852.0,[*]O[Si]([*])(C)C  ,CCCCO,0.33166,-5.536107011,0.806,74.123,1.963617947,0.091640414
1852.0,[*]O[Si]([*])(C)C  ,CCCCO,0.33166,-5.536107011,0.806,74.123,1.963617947,0.246815221
1852.0,[*]O[Si]([*])(C)C  ,CCCCO,0.33166,-5.536107011,0.806,74.123,1.963617947,0.439874626
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,-1.784707202
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,-1.543674894
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,-1.184341656
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,-1.071602658
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,-0.725377877
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,-0.503557132
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,-0.030296184
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,0.091640414
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,0.246815221
1853.0,[*]O[Si]([*])(C)C  ,CCCCO,0.37535,-5.536107011,0.806,74.123,1.963617947,0.439874626
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,-1.784707202
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,-1.543674894
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,-1.184341656
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,-1.071602658
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,-0.725377877
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,-0.503557132
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,-0.030296184
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,0.091640414
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,0.246815221
1854.0,[*]O[Si]([*])(C)C  ,CCCCO,0.53341,-5.555955204,0.806,74.123,1.963617947,0.439874626
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,-1.784707202
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,-1.543674894
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,-1.184341656
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,-1.071602658
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,-0.725377877
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,-0.503557132
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,-0.030296184
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,0.091640414
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,0.246815221
1855.0,[*]O[Si]([*])(C)C  ,CCCCO,0.72712,-5.603800653,0.806,74.123,1.963617947,0.439874626
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,-1.784707202
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,-1.543674894
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,-1.184341656
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,-1.071602658
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,-0.725377877
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,-0.503557132
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,-0.030296184
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,0.091640414
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,0.246815221
1856.0,[*]O[Si]([*])(C)C  ,CCCCO,0.9099,-5.795880017,0.806,74.123,1.963617947,0.439874626
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,-1.784707202
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,-1.543674894
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,-1.184341656
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,-1.071602658
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,-0.725377877
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,-0.503557132
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,-0.030296184
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,0.091640414
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,0.246815221
1857.0,[*]O[Si]([*])(C)C  ,CCCCO,0.95761,-5.838631998,0.806,74.123,1.963617947,0.439874626
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,-1.784707202
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,-1.543674894
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,-1.184341656
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,-1.071602658
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,-0.725377877
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,-0.503557132
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,-0.030296184
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,0.091640414
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,0.246815221
1858.0,[*]O[Si]([*])(C)C  ,CCCCO,0.97025,-5.987162775,0.806,74.123,1.963617947,0.439874626
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,-1.784707202
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,-1.543674894
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,-1.184341656
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,-1.071602658
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,-0.725377877
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,-0.503557132
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,-0.030296184
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,0.091640414
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,0.246815221
1859.0,[*]O[Si]([*])(C)C  ,CCCCO,0.99497,-6.178486472,0.806,74.123,1.963617947,0.439874626
,[*]O[Si]([*])(C)C  ,CCCO,,,,,,-1.559396137
,[*]O[Si]([*])(C)C  ,CCCO,,,,,,-1.200015073
,[*]O[Si]([*])(C)C  ,CCCO,,,,,,-1.200015073
,[*]O[Si]([*])(C)C  ,CCCO,,,,,,-0.790834908
,[*]O[Si]([*])(C)C  ,CCCO,,,,,,-0.647047161
,[*]O[Si]([*])(C)C  ,CCCO,,,,,,-0.486000597
,[*]O[Si]([*])(C)C  ,CCCO,,,,,,-0.406913753
,[*]O[Si]([*])(C)C  ,CCCO,,,,,,-0.280649464
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-2.638862767
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-2.072322426
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-2.199282922
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-1.511129868
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-1.230448921
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-1.131939295
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-1.247721015
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-1.451578419
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-1.053823803
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.953465817
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-1.092197355
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.98581126
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.857923539
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-1.451578419
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.828362111
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.792388577
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.664963559
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.938653926
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.540547289
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.415199651
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.68301719
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.465237995
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.615665939
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.378182879
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.231759097
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.289891101
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.142274185
1860.0,[*]O[Si]([*])(C)C  ,CCO,0.09058,-6.271646218,0.787,46.069,1.767434053,-0.157659157
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-2.638862767
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-2.072322426
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-2.199282922
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-1.511129868
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-1.230448921
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-1.131939295
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-1.247721015
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-1.451578419
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-1.053823803
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.953465817
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-1.092197355
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.98581126
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.857923539
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-1.451578419
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.828362111
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.792388577
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.664963559
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.938653926
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.540547289
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.415199651
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.68301719
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.465237995
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.615665939
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.378182879
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.231759097
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.289891101
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.142274185
1861.0,[*]O[Si]([*])(C)C  ,CCO,0.10481,-5.910094889,0.787,46.069,1.767434053,-0.157659157
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-2.638862767
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-2.072322426
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-2.199282922
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-1.511129868
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-1.230448921
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-1.131939295
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-1.247721015
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-1.451578419
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-1.053823803
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.953465817
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-1.092197355
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.98581126
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.857923539
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-1.451578419
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.828362111
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.792388577
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.664963559
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.938653926
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.540547289
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.415199651
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.68301719
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.465237995
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.615665939
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.378182879
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.231759097
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.289891101
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.142274185
1862.0,[*]O[Si]([*])(C)C  ,CCO,0.17177,-5.847711656,0.787,46.069,1.767434053,-0.157659157
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-2.638862767
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-2.072322426
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-2.199282922
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-1.511129868
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-1.230448921
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-1.131939295
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-1.247721015
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-1.451578419
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-1.053823803
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.953465817
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-1.092197355
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.98581126
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.857923539
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-1.451578419
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.828362111
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.792388577
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.664963559
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.938653926
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.540547289
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.415199651
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.68301719
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.465237995
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.615665939
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.378182879
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.231759097
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.289891101
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.142274185
1863.0,[*]O[Si]([*])(C)C  ,CCO,0.23977,-5.806875402,0.787,46.069,1.767434053,-0.157659157
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-2.638862767
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-2.072322426
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-2.199282922
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-1.511129868
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-1.230448921
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-1.131939295
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-1.247721015
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-1.451578419
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-1.053823803
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.953465817
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-1.092197355
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.98581126
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.857923539
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-1.451578419
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.828362111
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.792388577
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.664963559
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.938653926
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.540547289
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.415199651
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.68301719
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.465237995
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.615665939
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.378182879
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.231759097
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.289891101
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.142274185
1864.0,[*]O[Si]([*])(C)C  ,CCO,0.29549,-5.53313238,0.787,46.069,1.767434053,-0.157659157
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-2.638862767
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-2.072322426
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-2.199282922
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-1.511129868
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-1.230448921
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-1.131939295
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-1.247721015
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-1.451578419
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-1.053823803
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-0.953465817
1865.0,[*]O[Si]([*])(C)C  ,CCO,0.34038,-5.744727495,0.787,46.069,1.767434053,-1.092197355
