SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV,log10(mmol_solvent/g_Polymer)
84.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.740561649,-8.173925197,0.784,58.08,1.869710545,1.024732518
84.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.740561649,-8.173925197,0.784,58.08,1.869710545,1.176021673
84.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.740561649,-8.173925197,0.784,58.08,1.869710545,1.267368504
84.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.740561649,-8.173925197,0.784,58.08,1.869710545,1.376112584
84.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.740561649,-8.173925197,0.784,58.08,1.869710545,1.535381823
84.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.740561649,-8.173925197,0.784,58.08,1.869710545,1.614790933
85.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,0.749743953
85.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,0.919045857
85.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,1.024732518
85.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,1.176021673
85.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,1.267368504
85.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,1.376112584
85.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,1.535381823
85.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,1.614790933
86.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,0.749743953
86.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,0.919045857
86.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,1.024732518
86.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,1.176021673
86.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,1.267368504
86.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,1.376112584
86.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,1.535381823
86.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,1.614790933
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,0.526734525
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,0.875530835
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,1.110900843
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,1.26269728
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,1.392248372
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,1.544269038
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,1.618548064
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,1.661833534
87.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,1.69279064
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,0.526734525
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,0.875530835
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,1.110900843
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,1.26269728
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,1.392248372
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,1.544269038
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,1.618548064
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,1.661833534
88.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,1.69279064
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,0.526734525
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,0.875530835
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,1.110900843
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,1.26269728
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,1.392248372
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,1.544269038
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,1.618548064
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,1.661833534
89.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,1.69279064
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,0.526734525
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,0.875530835
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,1.110900843
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,1.26269728
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,1.392248372
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,1.544269038
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,1.618548064
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,1.661833534
90.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,1.69279064
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,0.526734525
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,0.875530835
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,1.110900843
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,1.26269728
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,1.392248372
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,1.544269038
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,1.618548064
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,1.661833534
91.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,1.69279064
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,0.526734525
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,0.875530835
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,1.110900843
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,1.26269728
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,1.392248372
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,1.544269038
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,1.618548064
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,1.661833534
92.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,1.69279064
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,0.526734525
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,0.875530835
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,1.110900843
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,1.26269728
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,1.392248372
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,1.544269038
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,1.618548064
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,1.661833534
93.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,1.69279064
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,0.526734525
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,0.875530835
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,1.110900843
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,1.26269728
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,1.392248372
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,1.544269038
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,1.618548064
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,1.661833534
94.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,1.69279064
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,0.526734525
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,0.875530835
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,1.110900843
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,1.26269728
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,1.392248372
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,1.544269038
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,1.618548064
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,1.661833534
95.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,1.69279064
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,0.666170268
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,0.690581124
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,0.768811187
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,0.805743247
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,0.921397557
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,0.941836119
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,1.057937341
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,1.152654524
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,1.217233461
96.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,1.301139597
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,0.666170268
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,0.690581124
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,0.768811187
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,0.805743247
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,0.921397557
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,0.941836119
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,1.057937341
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,1.152654524
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,1.217233461
97.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,1.301139597
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,0.666170268
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,0.690581124
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,0.768811187
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,0.805743247
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,0.921397557
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,0.941836119
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,1.057937341
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,1.152654524
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,1.217233461
98.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,1.301139597
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,0.666170268
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,0.690581124
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,0.768811187
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,0.805743247
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,0.921397557
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,0.941836119
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,1.057937341
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,1.152654524
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,1.217233461
99.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,1.301139597
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,0.666170268
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,0.690581124
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,0.768811187
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,0.805743247
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,0.921397557
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,0.941836119
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,1.057937341
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,1.152654524
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,1.217233461
100.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,1.301139597
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,0.666170268
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,0.690581124
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,0.768811187
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,0.805743247
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,0.921397557
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,0.941836119
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,1.057937341
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,1.152654524
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,1.217233461
101.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,1.301139597
102.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.653919603,-8.261219442,1.069,90.078,1.92564103,0.666170268
102.0,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.653919603,-8.261219442,1.069,90.078,1.92564103,0.690581124
